merged_score,title,batch_count,total_hit_count,category_count,query_count,avg_original_score,max_original_score,source_kinds,categories,matched_queries,url,downgrade_flags,reasons
10.2,03.售后备件管理基准,1,1,1,1,8.7,8.7,docs,IT报修,设备故障,https://www.feishu.cn/docx/CxNHd4i1RoQVqyxtoLIct77pnbK,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 可读取正文
10.2,达人孵化部11月总结与12月计划,1,1,1,1,7.5,7.5,docs,账号权限,开通权限,https://www.feishu.cn/docx/SlmKdobb1oQzPFxqruicV5l5ntf,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 可读取正文
10.2,健身打卡,1,1,1,1,7.5,7.5,docs,考勤,打卡,https://www.feishu.cn/docx/Cdo0dNy7Ko2P6gxoRUfcNG27njc,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 可读取正文
10.2,旅行计划,1,1,1,1,7.5,7.5,docs,考勤,打卡,https://www.feishu.cn/docx/YU8sdVEJwo4bv0xyejacTOjInYd,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 可读取正文
10.2,宅家电影清单,1,1,1,1,7.5,7.5,docs,餐补福利,福利,https://www.feishu.cn/docx/doxcnc78f5ZcxITi8N1O2YpOSGd,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 可读取正文
10.2,直播策划方案,1,1,1,1,7.5,7.5,docs,餐补福利,福利,https://www.feishu.cn/docx/CkTrdOrOJonxTUxFDZXcXu7pnCe,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 可读取正文
10.1,ODIN权限管理功能相关数据表统计,2,2,1,2,9.0,10.0,docs,账号权限,系统权限 | 账号权限,https://www.feishu.cn/docx/EpdCdAFndoMl7fxgiw8c3QwDnqg,弱噪声标题 -6,跨批出现 2 | 覆盖类别 1 | 累计命中 2 | 标题强信号 1 | 可读取正文
9.4,瑞龙项目（30国密码重置).xlsx,1,2,1,2,8.0,8.0,wiki,密码与账号,密码重置 | 重置密码,https://my-ichery.feishu.cn/wiki/Me8ow4c72i8TVfkccJvcLpAsneg,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,账号与密码,1,2,1,2,8.0,8.0,wiki,密码与账号,密码重置 | 重置密码,https://my-ichery.feishu.cn/wiki/E0ihwZaX8i7189k6J4nctbAHnLd,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,4.1.2用户设置,1,2,1,2,8.0,8.0,wiki,密码与账号,密码重置 | 忘记密码,https://my-ichery.feishu.cn/wiki/A0dNwPHA2itmspki3MGcdznwnic,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,GitLab,1,2,1,2,8.0,8.0,wiki,邮箱与应用,企业邮箱 | 邮箱申请,https://my-ichery.feishu.cn/wiki/JEpywM4xNioxb9kUAAqciQmhnnc,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,颜色bom工程师邮箱地址配置,1,2,1,2,8.0,8.0,wiki,邮箱与应用,邮箱权限 | 邮箱申请,https://my-ichery.feishu.cn/wiki/HzWxwFlgciCvZ8kqvxkc9qDGnBh,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,飞书授权登录开发设计,1,2,1,2,8.0,8.0,wiki,邮箱与应用,单点登录 | 飞书应用,https://my-ichery.feishu.cn/wiki/H0J8w0VDGicF52k1SJ6cV61Insg,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,Message数据大对象V2.0,1,2,1,2,8.0,8.0,wiki,请假与假期,年假 | 病假,https://my-ichery.feishu.cn/wiki/LPBtwzENliSsclkvr8qc8SGAnJc,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,填单时“发票信息”字段是什么意思?,1,2,1,2,8.0,8.0,wiki,发票,发票 | 开票信息,https://my-ichery.feishu.cn/wiki/NUPzw9jb2iB23hkedj6cc21unzh,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,施工管理知识,1,2,1,2,8.0,8.0,wiki,薪资个税,工资 | 薪资,https://my-ichery.feishu.cn/wiki/HGapwvkiJiaZ9OkHpjpcrpLZnNJ,,跨批出现 1 | 覆盖类别 1 | 累计命中 2 | 包含知识库来源
9.4,CGBOM1.0 申请说明,1,1,1,1,5.5,5.5,docs,账号权限,权限申请,https://www.feishu.cn/docx/TqdNdqA0fo3kc4x9CurcdMwlnJd,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1
9.4,数据安全工作指引,1,1,1,1,8.0,8.0,docs,账号权限,访问权限,https://www.feishu.cn/docx/UCVHdhjeIoWWYVxUnUUcoePRnMh,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1
9.4,移动端App测试管理流程 副本0820,1,1,1,1,5.0,5.0,docs,账号权限,系统权限,https://www.feishu.cn/docx/VG9ZdHKntouWWixLWvoc8OACneb,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1
9.4,集团统一培训签到与评估操作指南,1,1,1,1,5.0,5.0,docs,考勤,签到,https://www.feishu.cn/docx/D4cOdATc5oWEraxANQGcox7unn1,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1
9.4,总流程 试制内外饰有年框执行 1.0（左边有目录）,1,1,1,1,8.0,8.0,docs,发票,发票,https://www.feishu.cn/docx/Kn5VdOFNRoW2QrxWVMtcS8C8nQg,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 标题强信号 1
9.3,A09.SAP HR系统上线缺勤定额导入,1,4,2,3,14.5,14.5,wiki,加班与调休 | 请假与假期,年假 | 病假 | 调休,https://my-ichery.feishu.cn/wiki/JwtvwRJM6ifpLskCZPQcJc6NnPc,弱噪声标题 -6,跨批出现 1 | 覆盖类别 2 | 累计命中 4 | 包含知识库来源
8.9,奇瑞座舱本地设置-连接设置产品需求文档_V1.0.2_E0V_1125,1,2,2,2,12.5,12.5,docs,VPN与远程办公 | 密码与账号,修改密码 | 远程连接,https://www.feishu.cn/docx/O6EPdap9OoREXxxQuXxcOqI3nsb,弱噪声标题 -6,跨批出现 1 | 覆盖类别 2 | 累计命中 2 | 可读取正文
8.4,奇瑞座舱DVR产品需求文档_V1.0.0h_E0V_0421,2,2,2,2,5.5,5.5,docs,IT报修 | 账号权限,设备故障 | 访问权限,https://www.feishu.cn/docx/CpHddc5MOol2XHxarB8cohEVnKd,正文限流 | 弱噪声标题 -6,跨批出现 2 | 覆盖类别 2 | 累计命中 2
8.4,营销数字化项目集进展汇报 副本,1,2,1,2,7.0,7.0,docs,账号权限,开通权限 | 权限开通,https://www.feishu.cn/docx/JFMzdnUJBoLdt3xkLh3c63kbnEE,正文限流,跨批出现 1 | 覆盖类别 1 | 累计命中 2
8.2,有线网无法连接？,1,1,1,1,6.5,6.5,wiki,IT报修,IT报修,https://my-ichery.feishu.cn/wiki/T94IwEq83ifNtRkyLJAcLFMXnbc,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 包含知识库来源
8.2,V2.0,1,1,1,1,6.5,6.5,wiki,IT报修,设备故障,https://my-ichery.feishu.cn/wiki/Jm6qwH4SHih1mmk9GK6c1jfgnrd,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 包含知识库来源
8.2,常熟工厂停线记录,1,1,1,1,6.5,6.5,wiki,IT报修,设备故障,https://my-ichery.feishu.cn/wiki/B2nkwep5Ui2YdjkA5bOci8tGnCh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 包含知识库来源
8.2,🔥投稿加热,1,1,1,1,6.5,6.5,wiki,IT报修,设备故障,https://my-ichery.feishu.cn/wiki/WMwWwPRYuis5BPkeRtacsZ15nvh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 包含知识库来源
8.2,Harmony面试题库,1,1,1,1,6.5,6.5,wiki,IT报修,设备故障,https://my-ichery.feishu.cn/wiki/AogZwfVbbi3yuqkSJjpcVvJ0nQh,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 包含知识库来源
8.2,IT自助知识库,1,1,1,1,6.5,6.5,wiki,IT报修,IT自助服务,https://my-ichery.feishu.cn/wiki/BFsQwsvKCimQVZkCFGycmPxPnYc,,跨批出现 1 | 覆盖类别 1 | 累计命中 1 | 包含知识库来源
